state,fips,state_abb,year,secondary,adj_primary,adj_secondary_primary,primary,violentcrimerate_ce,propcrimerate_ce,pctblack,pcthisp,medinc,age,dieseltax,gastax,state_abbrev,fatal,fatal_occupant,fatal_non_occupant,vmt_rural,vmt_urban,vmt_total,rate_occupant,rate_non_occupant,speed65,speed70,mlda21,bac8,rearsecondary,mv_registrations,rural_miles,urban_miles,rate,secondary_primary,unemprate,automobiles,buses,trucks,total,motorcycle,urban_den,rural_den,ln_pctblack,ln_pcthisp,ln_medinc,ln_age,ln_gastax,ln_violentcrimerate,ln_propcrimerate,ln_unemprate,ln_ruralvmt,ln_urbanvmt,ln_ruralden,ln_urbanden,adj_occrate,adj_nonoccrate,ln_adjocrat,ln_adjnonocrat
kentucky,21,KY,1994,1,0,0,0,1.3560001,28.933001,7.2660327,.71640342,18604,35.409378,13.4,16.4,KY,778,719,59,22053,17769,39822,18.055346,1.4815931,1,0,1,0,0,2665704.74274305,62670,10311,,0,5.349999999999999,1612156,11788,1041761,2665705,33995,156.35303,25.724525,1.9832104,-.33351183,9.8311319,3.5669768,2.7972813,.30453923,3.3649828,1.6770966,10.001204,9.7852106,3.2474449,5.0521164,.018055346,.0014815931,-4.0143137,-6.5146375
louisiana,22,LA,1994,1,0,0,0,3.316,56.891998,31.895088,2.2143857,18840,33.703411,20,20,LA,843,710,133,20055,17375,37430,18.968742,3.5532994,1,0,1,0,0,3426464.14848398,46072,13949,,0,7.649999999999999,1995859,20347,1410258,3426464,35790,143.08258,43.320435,3.4624519,.79497504,9.8437376,3.5175991,2.9957323,1.1987592,4.0411549,2.0347056,9.9062338,9.7627878,3.7686245,4.9634218,.018968742,.0035532995,-3.9649627,-5.6398787
maine,23,ME,1994,0,0,0,0,.50300002,31.427999,.41749081,.56105363,20187,36.453335,20,19,ME,188,163,25,9154,3315,12469,13.072419,2.0049722,1,0,1,1,0,945744.151029876,19956,2605,,0,6.566666666666667,567897,2810,375037,945744,25690,218.00269,28.457457,-.87349272,-.5779388,9.9127941,3.5960329,2.9444389,-.68716508,3.4476993,1.8820063,9.1219463,8.1062126,3.3484101,5.3845072,.013072419,.0020049722,-4.3372507,-6.2121253
maryland,24,MD,1994,1,0,0,0,4.5479999,51.745998,26.632292,3.2067106,26161,34.780048,24.25,23.5,MD,651,509,142,13139,31026,44165,11.524963,3.2152157,0,0,1,0,0,3640336.83095925,15716,13758,,0,5.2,2591099,11216,1038022,3640337,38998,188.33398,164.87013,3.2821245,1.1652457,10.172025,3.5490439,3.1570003,1.5146875,3.946347,1.6486586,9.4833403,10.342581,5.1051579,5.2382169,.011524963,.0032152156,-4.4632397,-5.739861
massachusetts,25,MA,1994,1,0,0,0,2.0190001,37.334,5.9894595,5.4972229,26607,36.138908,21,21,MA,440,346,94,7673,39317,46990,7.3632689,2.0004256,0,0,1,0,0,4026803.52212306,10854,19745,,0,6.233333333333333,3057686,10414,958704,4026804,65983,154.85875,281.71051,1.7900012,1.7042431,10.18893,3.5873702,3.0445225,.70260239,3.6199045,1.8299112,8.9454632,10.579412,5.6408801,5.0425134,.0073632686,.0020004255,-4.9112515,-6.2143955
michigan,26,MI,1994,1,0,0,0,3.095,46.791,14.409262,2.453589,22687,34.903316,15,15,MI,1421,1206,215,31149,54034,85183,14.157755,2.5239778,1,0,1,0,0,7573592.894169,89524,28147,,0,6.083333333333333,4967347,23940,2582306,7573593,114396,176.47873,55.486206,2.6678712,.89755183,10.029548,3.5525818,2.7080503,1.1297879,3.845691,1.8055528,10.346538,10.897368,4.0161343,5.1732001,.014157755,.0025239778,-4.2574925,-5.9819193
minnesota,27,MN,1994,1,0,0,0,1.8049999,39.82,2.7990036,1.6331497,23242,34.880116,20,20,MN,646,577,69,20696,22621,43317,13.320405,1.5929081,1,0,1,0,0,4057415.21541704,115182,15016,,0,4.016666666666667,2550247,16840,1490328,4057415,130043,169.83531,22.14102,1.0292635,.49051049,10.053717,3.5519168,2.9957323,.59056056,3.6843693,1.3904524,9.9376955,10.026634,3.0974319,5.134829,.013320405,.0015929082,-4.3184581,-6.442194
mississippi,28,MS,1994,1,0,0,0,2.2319999,43.432999,36.335884,.671404,16737,34.157169,18.4,18.4,MS,791,726,65,19274,9274,28548,25.430853,2.2768669,1,0,1,0,0,2062966.52077546,64997,7913,,0,6.291666666666667,1221038,9334,832595,2062967,28527,154.30785,18.786068,3.5928059,-.39838424,9.7253771,3.5309725,2.9123507,.80289799,3.7712195,1.839226,9.8665123,9.1349697,2.9331155,5.0389495,.025430853,.0022768669,-3.6717923,-6.0849547
missouri,29,MO,1994,1,0,0,0,2.7820001,45.641998,11.144733,1.3863469,21296,35.914589,15,15,MO,1089,996,93,25658,31630,57288,17.385839,1.6233766,1,0,1,0,0,4207930.32960968,105812,16499,,0,5.175,2587720,12167,1608043,4207930,56805,156.84102,24.455828,2.4109671,.3266722,9.9662743,3.5811436,2.7080503,1.0231701,3.8208282,1.6438394,10.152611,10.361861,3.1968687,5.0552325,.017385839,.0016233766,-4.0520992,-6.4232469
montana,30,MT,1994,1,0,0,0,.63200003,48.417,.30952996,1.5906076,18095,35.538883,27.75,27,MT,202,189,13,6867,2249,9116,20.732777,1.426064,1,0,1,0,0,949524.536359995,66961,2385,,0,5.491666666666667,439358,3049,507118,949525,21517,184.21719,6.5614014,-1.1727004,.4641161,9.8033905,3.5706275,3.2958369,-.45886585,3.8798511,1.7032318,8.8344822,7.7182407,1.8812042,5.2161155,.020732777,.0014260641,-3.8760395,-6.5528369
nebraska,31,NE,1994,1,0,0,0,1.0930001,40.508999,3.8581095,3.221823,21617,35.54686,25,25.4,NE,271,252,19,9454,6012,15466,16.293806,1.2285012,1,0,1,0,0,1457583.58701513,87647,5083,,0,2.616666666666667,819124,5770,632690,1457584,21072,161.14972,9.3457165,1.3501773,1.1699474,9.9812355,3.5708518,3.2347491,.088926256,3.7015243,.96190125,9.1541929,8.7015123,2.2349181,5.082334,.016293807,.0012285012,-4.1169701,-6.7019606
nevada,32,NV,1994,1,0,0,0,4.3280001,56.756001,7.1054587,13.147153,24335,34.926144,27,24,NV,294,229,65,5120,7899,13019,17.589676,4.992703,1,0,1,0,0,984695.6747206229,41562,4590,,0,6.241666666666667,571055,1727,411914,984696,20610,124.41286,13.739835,1.9608634,2.5762053,10.099671,3.5532358,3.1780539,1.4651055,4.0387616,1.8312472,8.5409098,8.9744911,2.6202993,4.8236055,.017589675,.004992703,-4.0404429,-5.299778
new hampshire,33,NH,1994,0,0,0,0,.64300001,26.242001,.68836647,1.2259312,24088,35.097164,18.7,18.7,NH,119,107,12,6107,4394,10501,10.189506,1.1427484,1,0,1,1,0,991814.831733958,12123,2899,,0,4.491666666666667,646432,1729,343654,991815,33338,222.98448,53.322777,-.37343392,.20370069,10.089469,3.5581203,2.9285235,-.44161054,3.2673612,1.5022238,8.7171907,8.3879957,3.9763637,5.4071021,.010189505,.0011427484,-4.5863972,-6.7743192
new jersey,34,NJ,1994,1,0,0,0,3.1789999,40.467999,14.412353,11.131606,28110,36.139545,13.5,10.5,NJ,761,576,185,10942,49524,60466,9.5260143,3.0595706,0,0,1,0,0,5839209.4980317,11244,24188,,0,6.825,4423973,19423,1395813,5839209,87267,182.89949,393.45187,2.6680856,2.4097884,10.24388,3.5873878,2.3513753,1.1565666,3.7005115,1.9205923,9.3003635,10.810213,5.9749589,5.2089367,.0095260143,.0030595704,-4.653729,-5.7894807
new mexico,35,NM,1994,0,1,0,1,2.039,52.985001,2.2733028,39.52507,18291,33.454117,19,21,NM,447,366,81,12700,7780,20480,17.871094,3.9550781,1,0,1,1,0,1422440.22309166,55140,6081,,0,6.533333333333334,735822,3402,683216,1422440,31105,121.00346,13.344614,.82123375,3.6769352,9.8141642,3.5101748,3.0445225,.7124595,3.9700089,1.8769172,9.449357,8.9593115,2.5911129,4.7958193,.017871093,.0039550783,-4.0245709,-5.5327549
new york,36,NY,1994,0,1,0,1,5.1370001,41.049999,17.596182,13.46217,26259,35.601067,24.51,22.56,NY,1678,1220,458,31195,81775,112970,10.799327,4.0541735,0,0,1,0,0,10196166.279485,72097,39907,,0,6.916666666666665,7677546,43333,2475287,10196166,176541,192.38594,106.48912,2.867682,2.5998836,10.175764,3.5723755,3.1161785,1.6364692,3.7147908,1.933934,10.348013,11.311727,4.6680427,5.2595034,.010799327,.0040541734,-4.5282717,-5.5080085
north carolina,37,NC,1994,0,1,0,1,2.2510002,49.702999,22.342787,1.8596576,20951,35.393627,21.3,21.3,NC,1431,1219,212,35747,36181,71928,16.947502,2.9473917,1,0,1,1,0,5442720.2634265,74580,21899,,0,4.416666666666667,3398511,34113,2010096,5442720,64264,155.19023,45.568665,3.1065035,.62039238,9.9499416,3.5665319,3.058707,.81137466,3.9060652,1.4853853,10.484221,10.496289,3.8192203,5.0446515,.016947502,.0029473917,-4.0776348,-5.8268347
north dakota,38,ND,1994,1,0,0,0,.347,26.541,.51984787,.73324603,19460,35.706211,18,18,ND,88,80,8,4705,1633,6338,12.622278,1.2622278,1,0,1,0,0,684639.877143502,84912,1819,,0,3.708333333333333,340345,2409,341886,684640,17560,187.10555,4.0082083,-.65421909,-.31027398,9.8761168,3.5753245,2.8903718,-1.0584304,3.2786908,1.3105825,8.4563808,7.3981743,1.3883443,5.2316728,.012622278,.0012622278,-4.372292,-6.6748772
ohio,39,OH,1994,1,0,0,0,2.4060001,39.757,11.305655,1.46392,21816,35.63216,22,22,OH,1370,1229,141,37753,60447,98200,12.515275,1.4358453,1,0,1,0,0,9663727.49011145,81379,33085,,0,5.666666666666667,6668209,32279,2963239,9663727,224339,201.54781,81.94017,2.425303,.38111776,9.9903994,3.5732486,3.0910425,.87796569,3.682786,1.734601,10.53882,11.009522,4.4059892,5.3060265,.012515275,.0014358453,-4.3808055,-6.5460014
oklahoma,40,OK,1994,1,0,0,0,1.8460001,49.187,7.7390013,3.3707108,18537,35.442287,14,17,OK,687,630,57,17621,17946,35567,17.713049,1.6026092,1,0,1,0,0,2805749.50337754,99673,12794,,0,5.3,1516752,14406,1274592,2805750,56331,118.55182,15.21728,2.0462728,1.2151237,9.8275242,3.5679057,2.8332133,.61302119,3.8956294,1.6677068,9.7768469,9.7951221,2.7224317,4.7753501,.017713049,.0016026092,-4.0334535,-6.4361224
oregon,41,OR,1994,0,1,0,1,1.863,57.757999,1.7885383,5.2688913,21475,36.008125,24,24,OR,494,411,83,15693,13760,29453,13.954436,2.8180492,1,0,1,1,0,2752568.62567236,73881,10148,,0,5.308333333333334,1536232,10938,1205399,2752569,61926,151.38274,20.793329,.58139873,1.6618199,9.9746447,3.5837445,3.1780539,.62218809,4.056262,1.6692779,9.6609697,9.529521,3.0346322,5.0198112,.013954436,.0028180492,-4.2719579,-5.8717103
pennsylvania,42,PA,1994,1,0,0,0,2.187,28.452,9.8528442,2.3540096,22616,37.189816,22.35,22.35,PA,1441,1243,198,39326,53021,92347,13.460101,2.1440871,0,0,1,0,0,8482387.16454643,85212,33233,,0,6.316666666666667,5970382,33466,2478539,8482387,169541,179.65221,70.065041,2.2877603,.85612011,10.026413,3.616035,3.1068263,.78253078,3.3482184,1.8431916,10.579641,10.878444,4.249424,5.1910229,.013460102,.0021440871,-4.3080254,-6.1450415
rhode island,44,RI,1994,1,0,0,0,1.1880001,37.435001,4.9783459,6.0078154,22728,36.583153,29,29,RI,63,45,18,882,6213,7095,6.3424945,2.5369978,0,0,1,0,0,699092.8703713079,1360,4613,,0,6.633333333333333,530783,1643,166667,699093,16979,115.06243,390.28162,1.6050977,1.7930611,10.031353,3.5995879,3.3672957,.1722713,3.622606,1.8921075,6.7821922,8.7343988,5.9668684,4.7454748,.0063424944,.0025369979,-5.060483,-5.9767737
south carolina,45,SC,1994,1,0,0,0,2.5,49.703999,30.326763,1.1401207,18867,34.647465,16,16,SC,847,724,123,22969,14276,37245,19.43885,3.3024566,1,0,1,0,0,2742812.71339854,53735,10518,,0,6.158333333333332,1760073,14705,968035,2742813,34333,167.33913,32.754684,3.4120307,.13113417,9.84517,3.5452247,2.7725887,.91629076,3.9060855,1.8178061,10.041901,9.5663347,3.4890461,5.1200223,.01943885,.0033024566,-3.9404817,-5.7130885
south dakota,46,SD,1994,0,0,0,0,.62099999,28.746,.50041735,.7472735,19962,35.284374,18,18,SD,154,131,23,5918,1713,7631,17.166819,3.0140216,1,0,1,0,0,769386.193199474,81410,1907,,0,3.283333333333334,409263,2564,357559,769386,25850,214.6109,5.0271835,-.69231284,-.29132402,9.9015856,3.5634403,2.8903718,-.47642422,3.3584986,1.1888592,8.6857538,7.4460015,1.6148599,5.3688264,.017166819,.0030140216,-4.0647769,-5.8044801
tennessee,47,TN,1994,1,0,0,0,2.6589999,43.719002,16.407917,.9609977,20357,35.573479,17,20,TN,1214,1107,107,24597,29927,54524,20.302986,1.9624386,1,0,1,0,0,5058652.79479351,68701,16826,,0,4.808333333333334,3203106,16455,1839092,5058653,57653,190.36646,46.623863,2.7977641,-.039783262,9.9211798,3.5716004,2.9957323,.9779501,3.7777829,1.5703505,10.11038,10.306517,3.8421125,5.248951,.020302987,.0019624387,-3.8969872,-6.2335672
texas,48,TX,1994,0,1,0,1,2.6529999,51.659,12.061509,28.153923,20287,32.89999,20,20,TX,3187,2689,498,56906,121442,178348,15.077265,2.7922938,1,0,1,0,0,13625864.5081636,213588,80903,,0,6.566666666666666,7809932,68468,5747465,13625865,146948,96.534515,36.565407,2.4900193,3.3376868,9.9177351,3.4934723,2.9957323,.97569102,3.9446645,1.8820063,10.949156,11.707192,3.5991027,4.5699005,.015077265,.0027922937,-4.1945672,-5.8808918
utah,49,UT,1994,1,0,0,0,1.087,49.964001,.80706125,6.0156207,17933,30.15917,19,19,UT,343,296,47,6621,11457,18078,16.373493,2.5998452,1,0,1,1,0,1414667.90189304,34641,6201,,0,3.741666666666667,796877,866,616925,1414668,23169,128.50783,23.003868,-.21435571,1.7943596,9.7943983,3.4064891,2.9444389,.083421618,3.9113028,1.3195312,8.7980013,9.3463564,3.1356623,4.8559899,.016373493,.0025998452,-4.1120915,-5.9523034
vermont,50,VT,1994,1,0,0,0,.40799999,31.534,.46965241,.69351667,20977,35.278111,17,16,VT,77,73,4,4342,1810,6152,11.86606,.65019506,1,0,1,1,0,489436.390763669,12847,1333,,0,4.399999999999999,297828,1874,189734,489436,17932,223.42685,23.182688,-.7557624,-.36598,9.9511814,3.5632627,2.7725887,-.89648813,3.4510663,1.4816046,8.37609,7.5010819,3.1434057,5.4090838,.01186606,.00065019506,-4.434073,-7.3382382
virginia,51,VA,1994,1,0,0,0,1.7,36.898998,19.637596,3.1345618,24098,34.770298,16,17.5,VA,930,810,120,29194,38415,67609,11.980654,1.7749116,1,0,1,1,0,5507060.47075857,50747,18196,,0,4.8,3654524,16266,1836270,5507060,58696,200.84216,72.01458,2.9774458,1.1424894,10.089884,3.5487635,2.862201,.53062826,3.6081843,1.5686159,10.281718,10.556203,4.2768688,5.3025193,.011980654,.0017749117,-4.4244623,-6.3340044
washington,53,WA,1994,1,0,0,0,2.0569999,55.162998,3.3980749,5.4790359,23600,34.728161,23,23,WA,640,539,101,15418,32010,47428,11.364594,2.1295438,1,0,1,0,0,4465068.90738684,62298,17501,,0,6.291666666666668,2656823,7652,1800594,4465069,97752,151.80978,42.647003,1.223209,1.7009292,10.069002,3.5475509,3.1354942,.72124857,4.0102925,1.839226,9.6432905,10.373804,3.7529571,5.0226283,.011364594,.0021295438,-4.4772525,-6.1518474
west virginia,54,WV,1994,1,0,0,0,.68099999,23.125999,3.1661906,.47005612,17480,37.451187,25.35,25.35,WV,356,321,35,12272,4840,17112,18.758766,2.0453484,1,0,1,0,0,1462327.87052197,31671,3151,,0,8.816666666666666,837327,3500,621501,1462328,16988,265.73373,26.438288,1.1525291,-.7549032,9.7688122,3.6230383,3.2327788,-.38419297,3.1409576,2.1766438,9.4150753,8.4846697,3.2748132,5.5824947,.018758766,.0020453485,-3.976094,-6.1921873
wisconsin,55,WI,1994,1,0,0,0,1.4089999,36.737999,5.4762688,2.3987479,22088,35.476879,23.1,23.1,WI,712,652,60,26418,23855,50273,12.969189,1.1934836,1,0,1,0,0,3925788.06356583,95198,15725,,0,4.2,2483747,12296,1429745,3925788,150400,157.94893,26.090328,1.700424,.87494689,10.002789,3.5688813,3.1398327,.34288019,3.6038115,1.4350846,10.181801,10.079749,3.2615647,5.0622716,.012969188,.0011934836,-4.3451791,-6.7308788
wyoming,56,WY,1994,1,0,0,0,.53600001,40.172001,.79328233,5.7259994,21034,34.048595,9,9,WY,144,139,5,5134,1555,6689,20.780386,.74749589,1,0,1,0,0,509170.026516135,34211,2309,,0,4.883333333333334,226843,2419,279908,509170,16570,98.242966,6.6307034,-.2315761,1.7450171,9.9538956,3.5277889,2.1972246,-.62362111,3.6931703,1.5858281,8.5436401,7.3492308,1.8917109,4.5874438,.020780386,.00074749591,-3.8737457,-7.1987815
alabama,1,AL,1995,1,0,0,0,2.2869999,42.157001,25.92704,.86734313,19892,35.560982,19,18,AL,1114,1033,81,25698,24930,50628,20.403728,1.5999051,1,0,1,1,0,3552835,73227,20086,,0,5.833333333333333,2118372,8451,1426012,3552835,37926,105.4651,28.928837,3.2552865,-.14232062,9.8980732,3.571249,2.8903718,.82724088,3.7414007,1.7635885,10.154168,10.123827,3.3648388,4.65838,.020403728,.0015999051,-3.8920376,-6.4378109
alaska,2,AK,1995,1,0,0,0,2.4449999,49.828999,4.1120958,3.3789866,26399,30.623701,8,8,AK,87,80,7,2093,2030,4123,19.403347,1.6977929,0,0,1,0,0,542186,11705,1781,,0,7.325,233859,2008,306319,542186,12917,131.30769,19.97941,1.4139328,1.2175758,10.181082,3.4217741,2.0794415,.89404511,3.9085972,1.9912932,7.6463537,7.6157908,2.9947023,4.8775434,.019403348,.0016977929,-3.9423096,-6.3784261
arizona,4,AZ,1995,1,0,0,0,2.178,75.000999,3.3936613,21.774691,20753,35.062317,18,18,AZ,1035,827,208,14050,25603,39653,20.855925,5.2455049,1,0,1,0,0,2873325,38239,16322,,0,5.3,1687961,4429,1180935,2873325,69170,103.41631,44.142395,1.2219094,3.0807483,9.9404459,3.557127,2.8903718,.77840704,4.3175015,1.6677068,9.5503778,10.150465,3.7874207,4.6387625,.020855924,.0052455049,-3.8701172,-5.2503839
arkansas,5,AR,1995,1,0,0,0,1.733,41.376999,15.959105,1.5278857,18602,36.135036,18.7,18.7,AR,631,581,50,17651,9002,26653,21.798672,1.8759614,1,0,1,0,0,1613199,69565,7657,,0,4.866666666666666,870016,5660,737523,1613199,17217,113.62361,12.506519,2.7700295,.42388487,9.8310242,3.5872629,2.9285235,.54985404,3.7227252,1.5824093,9.7785473,9.1052017,2.5262501,4.7328916,.021798672,.0018759614,-3.8259063,-6.2786341
california,6,CA,1995,1,0,1,1,3.7579999,48.651001,7.6305828,29.391987,24629,33.297035,18,18,CA,4192,3217,975,53338,223033,276371,11.64015,3.5278666,1,0,1,1,0,22431749,87869,82520,,1,7.891666666666667,14297486,42899,8091364,22431749,532053,173.26086,162.71365,2.0321643,3.380722,10.11168,3.5054684,2.8903718,1.3238869,3.8846724,2.0658073,10.884404,12.315075,5.0919919,5.1547985,.01164015,.0035278667,-4.4532948,-5.6470618
colorado,8,CO,1995,1,0,0,0,1.415,49.561001,4.2480726,14.529329,24995,34.161362,20.5,22,CO,645,578,67,14023,21035,35058,16.486965,1.9111187,1,0,1,0,0,2811790,71014,13485,,0,4.025,1593928,5609,1212253,2811790,88120,118.20007,22.445265,1.4464654,2.6761694,10.126431,3.5310953,3.0910425,.34712949,3.9032042,1.392525,9.5484543,9.9539433,3.1110797,4.7723789,.016486965,.0019111187,-4.105185,-6.2600665
connecticut,9,CT,1995,0,1,0,1,1.915,40.973,9.4275999,7.8320317,31780,36.604645,18,34,CT,317,262,55,6697,21347,28044,9.3424616,1.9612038,0,0,1,0,0,2622256,8873,11627,,0,5.308333333333333,1971602,8749,641905,2622256,48965,169.571,222.20241,2.2436416,2.0582221,10.366592,3.6001751,3.5263605,.64971763,3.7129133,1.6692779,8.8094149,9.9686661,5.4035888,5.1332717,.0093424618,.0019612038,-4.6731853,-6.2341967
delaware,10,DE,1995,1,0,0,0,2.8239999,44.338001,18.523462,3.3075066,24902,35.538101,22,23,DE,121,91,30,2954,4561,7515,12.109115,3.9920161,0,0,1,0,0,591908,3711,1920,,0,4.266666666666667,392908,2134,196866,591908,9168,204.63959,105.87659,2.9190381,1.1961946,10.122704,3.5706053,3.1354942,1.0381542,3.7918422,1.4508328,7.9909153,8.4252968,4.6622744,5.3212504,.012109115,.003992016,-4.4137969,-5.523459
district of columbia,11,DC,1995,1,0,0,0,13.566999,95.121002,64.66288,7.023911,32077,35.616852,20,20,DC,58,44,14,0,3465,3465,12.698413,4.0404038,0,0,1,0,0,242695,0,1421,,0,8.608333333333333,208470,2717,31508,242695,1623,146.70654,0,4.1691875,1.9493202,10.375895,3.572819,2.9957323,2.6076403,4.5551496,2.1527307,0,8.1504679,0,4.9884343,.012698413,.0040404038,-4.3662782,-5.5114107
florida,12,FL,1995,1,0,0,0,3.5579998,66.306,14.703269,14.152914,23496,38.557907,23.9,12.3,FL,2805,2096,709,32411,95398,127809,16.399471,5.5473404,1,0,1,1,0,10369395,65440,48338,,0,5.600000000000001,7097499,40264,3231632,10369395,190112,146.83063,108.45811,2.6880698,2.6499205,10.064586,3.6521611,2.5095992,1.2691985,4.1942806,1.7227666,10.386253,11.465813,4.6863642,4.9892797,.016399471,.0055473405,-4.1105061,-5.1944366
georgia,13,GA,1995,1,0,0,0,2.5,53.465,28.204716,2.8837349,22235,33.700089,7.5,7.5,GA,1488,1301,187,35562,49822,85384,15.237047,2.1901059,1,0,1,0,0,6120197,84871,26402,,0,4.733333333333333,3759976,15551,2344670,6120197,72318,142.41255,44.302246,3.3394892,1.0590863,10.009423,3.5175004,2.0149031,.91629076,3.9790273,1.5546297,10.479033,10.816212,3.7910354,4.9587283,.015237047,.0021901058,-4.1840253,-6.1238055
hawaii,15,HI,1995,0,1,0,1,1.638,69.028999,2.7949107,7.3211102,25788,34.92017,16,16,HI,130,96,34,2098,5847,7945,12.083071,4.2794209,0,0,1,1,0,802126,2293,1840,,0,5.525000000000001,523456,4383,274287,802126,13209,284.48697,228.28435,1.0278002,1.990762,10.157664,3.5530646,2.7725887,.493476,4.2345266,1.7092832,7.6487398,8.6736841,5.4305921,5.6506872,.01208307,.0042794207,-4.4159498,-5.4539375
idaho,16,ID,1995,1,0,0,0,.565,40.793999,.44618213,6.4366417,20252,33.767845,21,21,ID,262,242,20,8241,4055,12296,19.681196,1.6265452,1,0,1,0,0,1043074,56187,3546,,0,5.5,490433,3361,549280,1043074,33489,138.30598,8.7285852,-.80702806,1.8620069,9.9160089,3.5195091,3.0445225,-.57092953,3.708535,1.704748,9.0168772,8.3077059,2.1666033,4.9294686,.019681197,.0016265452,-3.9280915,-6.4212971
illinois,17,IL,1995,1,0,0,0,3.776,44.596001,15.405228,9.8485422,25633,34.988968,21.5,19,IL,1586,1344,242,27715,66474,94189,14.269182,2.5693021,1,0,1,0,0,8973009,101846,35567,,0,5.2,6406116,16428,2550465,8973009,184216,180.11404,62.900024,2.7347069,2.2873235,10.151636,3.5550327,2.9444389,1.3286653,3.7976441,1.6486586,10.229729,11.104567,4.1415467,5.1935902,.014269182,.002569302,-4.2496533,-5.9641209
indiana,18,IN,1995,1,0,0,0,1.765,41.068001,8.3204889,2.3060915,22047,35.323975,16,15,IN,960,867,93,33087,31465,64552,13.431032,1.440699,1,0,1,0,0,5071962,73313,19467,,0,4.433333333333334,3141995,24290,1905677,5071962,96394,161.40109,42.857269,2.118721,.83555412,10.000932,3.5645618,2.7080503,.5681507,3.7152293,1.4891517,10.406896,10.356631,3.7578752,5.0838923,.013431032,.001440699,-4.3101873,-6.5426269
iowa,19,IA,1995,0,1,0,1,.76599997,37.474998,2.0106907,1.6613464,21388,36.774799,22.5,20,IA,527,491,36,16548,9439,25987,18.894062,1.385308,1,0,1,0,0,2814018,103365,9337,,0,3.508333333333333,1670671,9402,1133945,2814018,111503,178.93018,16.16283,.69847828,.50762838,9.9705849,3.6048129,2.9957323,-.26657313,3.6236739,1.2551411,9.7140207,9.1526051,2.7827141,5.1869955,.018894061,.001385308,-3.9689076,-6.5818329
kansas,20,KS,1995,1,0,0,0,1.51,44.661999,6.019784,4.9853382,22349,35.499516,20,18,KS,442,397,45,13613,11540,25153,15.783405,1.7890511,1,0,1,1,0,2084508,123632,9691,,0,4.358333333333333,1168385,3779,912344,2084508,43120,120.56393,9.4505062,1.7950513,1.6065012,10.014537,3.569519,2.8903718,.41210964,3.799123,1.4720898,9.5187807,9.3535748,2.2460682,4.7921801,.015783405,.0017890511,-4.1487961,-6.3260698
kentucky,21,KY,1995,1,0,0,0,1.428,29.870001,7.3004589,.7668826,19307,35.553326,13.4,16.4,KY,849,788,61,22906,18189,41095,19.175081,1.4843655,1,0,1,0,0,2631396,62700,10298,,0,5.399999999999999,1570080,11627,1049689,2631396,32996,152.46455,25.041149,1.9879372,-.26542157,9.8682232,3.5710337,2.7972813,.35627484,3.3968546,1.686399,10.039154,9.8085728,3.2205205,5.0269322,.019175081,.0014843654,-3.9541438,-6.5127678
louisiana,22,LA,1995,1,0,1,0,3.283,56.686001,32.107101,2.2477498,19630,33.867298,20,20,LA,894,744,150,20942,17705,38647,19.251171,3.8812845,1,0,1,0,0,3285581,46200,13919,,0,6.866666666666666,1874182,20345,1391054,3285581,36776,134.64919,40.566711,3.4690773,.80992961,9.8848143,3.52245,2.9957323,1.1887577,4.0375271,1.9266788,9.9495115,9.7816019,3.7029479,4.9026728,.019251171,.0038812845,-3.9501834,-5.551589
maine,23,ME,1995,0,0,0,0,.50300002,31.533001,.4472931,.57757264,21053,36.741444,20,19,ME,187,173,14,9258,3331,12589,13.742156,1.112082,1,0,1,1,0,966845,19957,2620,,0,5.875,574069,2776,390000,966845,25972,219.11031,28.765295,-.80454117,-.54892105,9.9547987,3.6039054,2.9444389,-.68716508,3.4510345,1.7707061,9.1332436,8.1110277,3.3591697,5.3895755,.013742156,.001112082,-4.2872872,-6.8015213
maryland,24,MD,1995,1,0,1,0,4.7709999,53.078999,27.05724,3.3467631,27070,34.919922,24.25,23.5,MD,671,539,132,13371,31511,44882,12.009269,2.9410455,1,0,1,0,0,3654199,15781,13899,,0,4.983333333333333,2571508,11225,1071466,3654199,38833,185.01389,162.94962,3.2979546,1.2079936,10.206182,3.5530574,3.1570003,1.5625559,3.9717813,1.606099,9.500843,10.358092,5.093441,5.2204309,.012009269,.0029410454,-4.4220767,-5.82899
massachusetts,25,MA,1995,1,0,0,0,1.83,36.543999,6.0611796,5.6955328,27964,36.255192,21,21,MA,444,352,92,7866,40187,48053,7.3252449,1.9145527,0,0,1,0,0,4501969,10904,19847,,0,5.458333333333333,3398334,10926,1092709,4501969,74243,171.22658,311.65939,1.8019044,1.7396822,10.238673,3.5905826,3.0445225,.604316,3.5985169,1.6971434,8.9703045,10.601299,5.7419109,5.1429877,.0073252451,.0019145526,-4.9164286,-6.2582712
michigan,26,MI,1995,1,0,0,0,2.5779998,44.950001,14.487303,2.5581501,23801,35.036541,15,15,MI,1530,1311,219,31143,54560,85703,15.297014,2.5553365,1,0,1,0,0,7674090,89528,28083,,0,5.316666666666666,4957127,24249,2692714,7674090,127902,176.517,55.369572,2.6732726,.93928438,10.077483,3.5563915,2.7080503,.94701385,3.8055508,1.6708466,10.346345,10.907056,4.01403,5.1734171,.015297014,.0025553366,-4.1800976,-5.9695711
